author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 33515281;unknown;https://www.cian.ru/sale/flat/315259649/;Москва;sale;flat;12;36;2;74.3;33880000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
Capital Mars;real_estate_agent;https://www.cian.ru/sale/flat/315258608/;Москва;sale;flat;2;12;2;40.0;12500000;Косино-Ухтомский;Святоозерская ;24;Лухмановская;
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315258496/;Москва;sale;flat;10;17;2;57.8;22200000;Филевский парк;2-я Филевская ;7к1;Филёвский парк;
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/315258243/;Москва;sale;flat;10;17;2;53.1;24500000;Очаково-Матвеевское;Озерная ;2к2;Аминьевская;Мичурино
Агентство Алисы Спиридоновой;real_estate_agent;https://www.cian.ru/sale/flat/315258141/;Москва;sale;flat;4;17;2;58.0;13300000;;проспект Нововатутинский;13;Кедровая;Новые Ватутинки, мкр. Центральный
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315258027/;Москва;sale;flat;24;37;2;62.0;28500000;Новое предложение в е Беговой2-комн. квартира;62 м²;;;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315256638/;Москва;sale;flat;5;16;1;37.0;13000000;Коптево;Михалковская ;26К2;Коптево;
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/315256477/;Москва;sale;flat;6;16;1;34.0;14000000;Коптево;проезд Черепановых;36;Коптево;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/315256363/;Москва;sale;flat;14;18;1;45.9;11200000;Северный;Дмитровское шоссе;169К8;Физтех;На Дмитровском 169
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/315256256/;Москва;sale;flat;7;22;2;73.6;37000000;Раменки;Мичуринский проспект;16;Раменки;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/315256060/;Москва;sale;flat;3;31;2;70.1;27500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/315255522/;Москва;sale;flat;4;17;1;37.2;13000000;Бескудниковский;Бескудниковский бульвар;19к2;Селигерская;
Ольга Цой;realtor;https://www.cian.ru/sale/flat/315255298/;Москва;sale;flat;17;17;2;54.6;13500000;Южное Бутово;аллея Витте;2;Бульвар Адмирала Ушакова;
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/315254942/;Москва;sale;flat;2;14;2;70.3;14800000;; Александры Монаховой;5к2;Коммунарка;
Геннадий Поротиков;realtor;https://www.cian.ru/sale/flat/315253712/;Москва;sale;flat;28;37;2;64.0;25000000;Хорошевский;Хорошевское шоссе;12к1;Беговая;Дом на Беговой
ID 90651573;homeowner;https://www.cian.ru/sale/flat/315253672/;Москва;sale;flat;15;16;2;50.0;15500000;Северное Медведково; Грекова;3К3;Медведково;
ID 129066586;homeowner;https://www.cian.ru/sale/flat/315253549/;Москва;sale;flat;13;25;1;39.6;16500000;Зюзино;Симферопольский бульвар;30к1;Чертановская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/315253533/;Москва;sale;flat;10;20;2;64.5;18190000;; Анны Ахматовой;12;Рассказовка;Переделкино Ближнее Город-парк
ID 6936070;realtor;https://www.cian.ru/sale/flat/315253416/;Москва;sale;flat;4;17;1;37.5;9600000;Некрасовка;Рождественская ;12;Некрасовка;
Capital Mars;real_estate_agent;https://www.cian.ru/sale/flat/315253367/;Москва;sale;flat;2;15;2;58.2;22000000;Нижегородский;Новохохловская ;15к2;Новохохловская;Новохохловская 15
Rielt Moscow1147;real_estate_agent;https://www.cian.ru/sale/flat/315253341/;Москва;sale;flat;43;46;2;50.0;21500000;Обручевский; Академика Волгина;2;Калужская;Архитектор
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/315253306/;Москва;sale;flat;4;12;2;66.2;21900000;; Бориса Пастернака;10;Рассказовка;Переделкино Ближнее Город-парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315253273/;Москва;sale;flat;4;6;1;81.5;330000000;Хамовники;2-й Обыденский переулок;1/6;Кропоткинская;Клубный дом Обыденский № 1
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315253257/;Москва;sale;flat;2;15;2;99.0;118000000;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
ID 62246712;unknown;https://www.cian.ru/sale/flat/315253089/;Москва;sale;flat;4;17;2;107.0;47000000;Щукино; Маршала Василевского;13К3;Щукинская;Маршала Василевского
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/315252905/;Москва;sale;flat;5;23;1;39.3;10500000;Южное Бутово;Бартеневская ;18к2;Бунинская аллея;Южные сады
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/315252569/;Москва;sale;flat;16;30;1;40.0;19500000;Зябликово;Ореховый бульвар;24к3;Красногвардейская;Fresh
Владис;real_estate_agent;https://www.cian.ru/sale/flat/315252560/;Москва;sale;flat;5;17;1;37.8;10800000;Марьино; Перерва;45К1;Братиславская;
Макромир;real_estate_agent;https://www.cian.ru/sale/flat/315252199/;Москва;sale;flat;6;27;1;74.0;42900000;Лефортово;проезд Невельского;6к3;Авиамоторная;Символ
Владис;real_estate_agent;https://www.cian.ru/sale/flat/315252111/;Москва;sale;flat;2;22;2;54.6;32599000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
MR Group;developer;https://www.cian.ru/sale/flat/315252002/;Москва;sale;flat;9;59;2;59.4;22668643;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251983/;Москва;sale;flat;5;59;1;89.6;28906752;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251934/;Москва;sale;flat;5;59;1;38.5;14666305;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251924/;Москва;sale;flat;21;59;1;40.3;16932689;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251908/;Москва;sale;flat;39;59;1;50.2;19704152;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251828/;Москва;sale;flat;15;59;1;44.3;16627296;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251826/;Москва;sale;flat;15;59;2;51.1;19651731;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251825/;Москва;sale;flat;5;59;2;60.5;21358436;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251816/;Москва;sale;flat;15;59;2;52.1;21163280;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251756/;Москва;sale;flat;21;59;1;32.2;13752298;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
MR Group;developer;https://www.cian.ru/sale/flat/315251745/;Москва;sale;flat;57;59;1;52.9;21551830;Покровское-Стрешнево;Пасифик кв-л;;Трикотажная;Сити Бэй ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315250954/;Москва;sale;flat;21;28;2;48.5;16500000;Гольяново;;1.2;Черкизовская;Амурский парк ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315250950/;Москва;sale;flat;7;22;2;58.6;20500000;Тропарево-Никулино;Никулинская ;11;Озёрная;
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/315250937/;Москва;sale;flat;2;6;2;137.6;200835119;Таганский;Серебряническая набережная;19;Чкаловская;АртХаус
ID 111498693;homeowner;https://www.cian.ru/sale/flat/315250927/;Москва;sale;flat;8;53;1;38.9;17000000;Покровское-Стрешнево;Атлантик кв-л;;Трикотажная;Сити Бэй ЖК
ID 125015901;homeowner;https://www.cian.ru/sale/flat/315249764/;Москва;sale;flat;11;20;1;33.0;13000000;Теплый Стан; Академика Виноградова;5;Генерала Тюленева;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/315249344/;Москва;sale;flat;18;24;2;57.2;25500000;Филевский парк;Промышленный проезд;4;Фили;
Самолет Плюс Коломенское;real_estate_agent;https://www.cian.ru/sale/flat/315249254/;Москва;sale;flat;10;14;1;38.9;10900000;Марьино;Новочеркасский бульвар;45;Марьино;
ID 81376011;unknown;https://www.cian.ru/sale/flat/315249193/;Москва;sale;flat;5;6;1;38.4;12000000;Крюково;Зеленоград;к1805;Зеленоград — Крюково;
PRO.REALTY;real_estate_agent;https://www.cian.ru/sale/flat/315249098/;Москва;sale;flat;10;22;1;38.9;17000000;Покровское-Стрешнево;бульвар Небесный;1к1;Спартак;ÁLIA
ID 182291;real_estate_agent;https://www.cian.ru/sale/flat/315249001/;Москва;sale;flat;10;10;1;39.0;11000000;Выхино-Жулебино;Жулебинский бульвар;6/11;Лермонтовский проспект;
ID 129059734;realtor;https://www.cian.ru/sale/flat/315248938/;Москва;sale;flat;5;6;1;48.0;43999000;Беговой;Верхняя ;20к1;Белорусская;Суббота
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/315248796/;Москва;sale;flat;8;14;2;58.0;15600000;Молжаниновский;Ленинградское шоссе;228к3;Молжаниново;1-й Ленинградский
Гранд-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315248543/;Москва;sale;flat;1;16;2;40.5;10200000;; Бачуринская;7к2;Коммунарка;Новая Звезда
Stapler Estate;real_estate_agent;https://www.cian.ru/sale/flat/315247883/;Москва;sale;flat;6;6;2;71.2;73000000;Беговой;Верхняя ;20к1;Белорусская;Суббота
Прайм Холдингс;real_estate_agent;https://www.cian.ru/sale/flat/315247657/;Москва;sale;flat;9;45;1;45.6;13800000;Бескудниковский;Дмитровское шоссе;вл89;Селигерская;Дмитровское шоссе, вл89
ДОМ МСК;real_estate_agent;https://www.cian.ru/sale/flat/315247600/;Москва;sale;flat;4;20;1;46.2;18200000;Преображенское;Лермонтовская ;1;Преображенская площадь;Время
Прайм Холдингс;real_estate_agent;https://www.cian.ru/sale/flat/315246928/;Москва;sale;flat;14;45;2;63.6;17600000;Бескудниковский;Дмитровское шоссе;вл89;Селигерская;Дмитровское шоссе, вл89
